"who","purchase.no","touchpoint.1","touchpoint.2","touchpoint.3","touchpoint.4","touchpoint.5","touchpoint.6","touchpoint.7","touchpoint.8","touchpoint.9","touchpoint.10","touchpoint.11","touchpoint.12","touchpoint.13","touchpoint.14","touchpoint.15","touchpoint.16","touchpoint.17","touchpoint.18","touchpoint.19","touchpoint.20","touchpoint.21","touchpoint.22","touchpoint.23"
102,4,"youtube","tv","tv","radio","instagram","twitter","search","instagram","facebook","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,5,"tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,0,"instagram","email","twitter","printed","email","twitter","search","radio","search","printed","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA
103,1,"search","instagram","radio","email","twitter","hoarding","printed","hoarding","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,2,"tv","tv","email","facebook","instagram","search","youtube","instagram","email","tv","radio","instagram","printed","instagram","email","converted",NA,NA,NA,NA,NA,NA,NA
103,3,"search","youtube","instagram","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,4,"tv","tv","search","instagram","printed","facebook","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,5,"tv","twitter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0,"printed","instagram","email","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,1,"tv","tv","radio","instagram","radio","third-party","search","instagram","search","tv","tv","third-party","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA
104,2,"tv","third-party","email","twitter","search","hoarding","instagram","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,3,"search","email","twitter","search","printed","email","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,4,"twitter","radio","instagram","email","search","instagram","facebook","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,0,"printed","radio","facebook","twitter","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,1,"youtube","tv","radio","facebook","printed","instagram","email","search","youtube","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,2,"search","youtube","tv","tv","search","instagram","instagram","email","youtube","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,3,"youtube","tv","tv","search","instagram","printed","instagram","twitter","printed","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,4,"radio","instagram","printed","instagram","email","twitter","search","email","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,5,"tv","search","instagram","facebook","email","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,6,"youtube","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0,"printed","radio","email","search","youtube","hoarding","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,1,"instagram","facebook","email","twitter","search","youtube","instagram","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,2,"instagram","facebook","printed","instagram","instagram","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,3,"instagram","facebook","radio","email","twitter","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,4,"search","tv","tv","radio","instagram","facebook","third-party","twitter","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,5,"youtube","tv","search","instagram","facebook","instagram","email","twitter","search","youtube","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,6,"search","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0,"printed","radio","email","youtube","printed","search","youtube","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,1,"instagram","printed","radio","email","twitter","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2,"tv","tv","search","instagram","facebook","radio","email","search","youtube","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,3,"facebook","youtube","tv","radio","instagram","printed","radio","email","twitter","search","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,4,"search","tv","tv","search","printed","radio","email","twitter","printed","search","tv","twitter","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA
107,5,"instagram","printed","facebook","search","printed","facebook","tv","twitter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0,"printed","instagram","search","youtube","instagram","email","youtube","tv","email","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,1,"email","search","youtube","instagram","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,2,"search","instagram","instagram","facebook","search","instagram","search","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,3,"instagram","facebook","instagram","facebook","search","instagram","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,4,"tv","twitter","search","instagram","radio","third-party","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,5,"search","youtube","tv","twitter","radio","printed","instagram","email","search","instagram","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,6,"youtube","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0,"instagram","third-party","twitter","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,1,"youtube","tv","tv","search","instagram","facebook","twitter","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,2,"youtube","tv","tv","search","instagram","instagram","email","search","youtube","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,3,"youtube","tv","email","instagram","facebook","printed","radio","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,4,"search","youtube","instagram","search","tv","email","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,5,"instagram","email","twitter","printed","email","youtube","tv","third-party","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,6,"printed","search","instagram","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,0,"printed","radio","email","twitter","search","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,1,"youtube","tv","twitter","email","instagram","facebook","radio","facebook","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,2,"youtube","tv","tv","radio","instagram","facebook","printed","email","search","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,3,"tv","search","instagram","facebook","radio","email","twitter","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,4,"search","radio","instagram","email","search","youtube","printed","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,5,"tv","tv","email","instagram","third-party","search","youtube","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,6,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0,"instagram","youtube","email","youtube","tv","tv","radio","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,1,"printed","radio","email","twitter","instagram","email","youtube","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,2,"instagram","facebook","printed","instagram","third-party","twitter","search","youtube","instagram","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,3,"instagram","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,4,"tv","twitter","radio","instagram","instagram","email","search","youtube","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,5,"youtube","tv","tv","search","facebook","printed","radio","email","printed","email","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,6,"tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,0,"radio","email","twitter","instagram","email","youtube","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,1,"instagram","facebook","printed","instagram","third-party","search","facebook","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,2,"tv","radio","instagram","facebook","instagram","facebook","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,3,"email","tv","tv","radio","instagram","facebook","printed","radio","third-party","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,4,"youtube","tv","tv","radio","twitter","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,5,"tv","twitter","printed","radio","email","twitter","search","instagram","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,6,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,0,"instagram","facebook","twitter","search","instagram","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,1,"tv","email","radio","youtube","printed","search","tv","search","instagram","facebook","twitter","search","youtube","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA
113,2,"search","tv","search","instagram","email","twitter","printed","email","tv","search","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,3,"printed","instagram","email","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,4,"search","youtube","tv","search","printed","instagram","email","twitter","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,5,"printed","email","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0,"radio","third-party","youtube","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1,"third-party","search","instagram","facebook","radio","email","search","youtube","email","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2,"tv","radio","facebook","printed","instagram","email","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,3,"youtube","tv","twitter","radio","facebook","radio","facebook","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,4,"tv","tv","search","printed","email","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,5,"radio","printed","radio","third-party","search","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,6,"youtube","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,0,"radio","email","search","printed","search","tv","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,1,"printed","instagram","facebook","twitter","search","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,2,"tv","tv","radio","instagram","facebook","radio","instagram","email","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,3,"radio","instagram","instagram","third-party","twitter","search","instagram","email","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,4,"tv","tv","radio","facebook","radio","third-party","youtube","printed","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,5,"youtube","tv","search","printed","instagram","search","printed","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,6,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0,"instagram","email","twitter","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,1,"radio","instagram","facebook","email","printed","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,2,"tv","third-party","search","facebook","printed","facebook","twitter","search","printed","search","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,3,"email","search","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,4,"search","instagram","radio","facebook","twitter","search","search","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,5,"instagram","facebook","printed","instagram","email","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,6,"search","tv","twitter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0,"radio","email","youtube","printed","search","tv","search","instagram","facebook","twitter","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA
117,1,"search","youtube","tv","tv","radio","instagram","radio","email","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,2,"search","youtube","tv","tv","search","instagram","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,3,"printed","email","youtube","youtube","tv","radio","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,4,"facebook","printed","radio","facebook","twitter","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,5,"tv","tv","printed","radio","third-party","twitter","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,6,"youtube","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0,"printed","instagram","email","search","instagram","search","tv","search","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,1,"printed","radio","third-party","twitter","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,2,"tv","tv","search","instagram","facebook","printed","email","twitter","search","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,3,"youtube","tv","tv","search","printed","email","twitter","search","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,4,"youtube","tv","tv","radio","hoarding","twitter","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,5,"third-party","search","radio","facebook","twitter","search","youtube","printed","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,0,"instagram","email","twitter","printed","facebook","tv","tv","search","instagram","printed","hoarding","twitter","search","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA
119,1,"tv","tv","instagram","third-party","search","youtube","email","tv","search","instagram","twitter","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA
119,2,"youtube","tv","tv","search","instagram","facebook","printed","instagram","search","youtube","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,3,"search","youtube","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,4,"instagram","printed","instagram","youtube","instagram","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,5,"tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0,"hoarding","twitter","search","youtube","instagram","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1,"radio","instagram","facebook","printed","instagram","third-party","search","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2,"search","printed","email","twitter","search","youtube","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,3,"search","instagram","facebook","instagram","twitter","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,4,"radio","instagram","facebook","radio","email","twitter","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,5,"email","tv","tv","radio","facebook","printed","instagram","facebook","twitter","instagram","email","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,6,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0,"radio","twitter","search","search","youtube","tv","radio","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1,"facebook","printed","instagram","email","search","youtube","hoarding","tv","tv","search","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2,"facebook","printed","instagram","search","printed","search","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,3,"instagram","instagram","facebook","search","search","youtube","tv","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,4,"facebook","radio","third-party","search","printed","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,5,"youtube","tv","tv","radio","hoarding","printed","hoarding","email","hoarding","hoarding","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,6,"search","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,0,"printed","instagram","search","instagram","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,1,"search","instagram","radio","youtube","printed","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,2,"instagram","printed","radio","email","search","printed","youtube","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,3,"printed","instagram","third-party","youtube","instagram","facebook","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,4,"radio","instagram","radio","search","printed","email","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,5,"facebook","printed","instagram","facebook","instagram","email","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0,"instagram","email","search","search","youtube","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,1,"instagram","instagram","email","search","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,2,"radio","instagram","facebook","instagram","twitter","youtube","printed","email","radio","printed","radio","email","youtube","printed","search","tv","search","converted",NA,NA,NA,NA,NA
123,3,"instagram","email","twitter","search","youtube","instagram","facebook","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,4,"twitter","radio","printed","radio","third-party","youtube","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,5,"tv","twitter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,0,"radio","email","search","youtube","printed","search","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,1,"instagram","printed","instagram","third-party","twitter","search","printed","search","tv","email","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,2,"facebook","printed","instagram","facebook","search","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,3,"tv","facebook","printed","instagram","third-party","twitter","printed","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,4,"search","instagram","printed","instagram","facebook","twitter","search","youtube","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,5,"search","tv","search","printed","radio","email","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,6,"email","youtube","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0,"instagram","email","twitter","search","printed","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,1,"search","instagram","printed","instagram","third-party","twitter","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,2,"search","youtube","tv","tv","radio","facebook","printed","instagram","email","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,3,"search","tv","tv","radio","instagram","third-party","printed","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
